
114.91.119.222 - - [03/May/2019:16:51:30 +0800] "GET / HTTP/1.1" 301 5 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko" "-"
114.91.119.222 - - [03/May/2019:16:51:39 +0800] "GET / HTTP/1.1" 301 5 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36" "-"
114.91.119.222 - - [03/May/2019:16:53:28 +0800] "GET / HTTP/1.1" 301 5 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko" "-"
114.91.119.222 - - [03/May/2019:16:53:57 +0800] "GET / HTTP/1.1" 301 5 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko" "-"
114.91.119.222 - - [03/May/2019:16:54:32 +0800] "GET / HTTP/1.1" 301 5 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko" "-"
114.91.119.222 - - [03/May/2019:16:54:36 +0800] "GET / HTTP/1.1" 301 5 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko" "-"
114.91.119.222 - - [03/May/2019:16:56:35 +0800] "GET / HTTP/1.1" 302 5 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko" "-"
114.91.119.222 - - [03/May/2019:16:56:35 +0800] "GET /wp-admin/setup-config.php HTTP/1.1" 200 1206 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko" "-"
114.91.119.222 - - [03/May/2019:16:56:35 +0800] "GET /wp-admin/css/install.min.css?ver=5.0.3 HTTP/1.1" 200 2028 "http://www.wzqcloud.cn/wp-admin/setup-config.php" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko" "-"
114.91.119.222 - - [03/May/2019:16:56:35 +0800] "GET /wp-includes/js/jquery/jquery.js?ver=1.12.4 HTTP/1.1" 200 33812 "http://www.wzqcloud.cn/wp-admin/setup-config.php" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko" "-"
114.91.119.222 - - [03/May/2019:16:56:35 +0800] "GET /wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1 HTTP/1.1" 200 4026 "http://www.wzqcloud.cn/wp-admin/setup-config.php" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko" "-"
114.91.119.222 - - [03/May/2019:16:56:35 +0800] "GET /wp-admin/js/language-chooser.min.js?ver=5.0.3 HTTP/1.1" 200 251 "http://www.wzqcloud.cn/wp-admin/setup-config.php" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko" "-"
114.91.119.222 - - [03/May/2019:16:56:51 +0800] "GET /wp-admin/setup-config.php?step=1&language=zh_CN HTTP/1.1" 200 1162 "http://www.wzqcloud.cn/wp-admin/setup-config.php" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko" "-"
114.91.119.222 - - [03/May/2019:16:57:04 +0800] "POST /wp-admin/setup-config.php?step=2 HTTP/1.1" 500 3544 "http://www.wzqcloud.cn/wp-admin/setup-config.php?step=1&language=zh_CN" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko" "-"
114.91.119.222 - - [03/May/2019:16:57:18 +0800] "POST /wp-admin/setup-config.php?step=2 HTTP/1.1" 500 3547 "http://www.wzqcloud.cn/wp-admin/setup-config.php?step=1&language=zh_CN" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko" "-"
114.91.119.222 - - [03/May/2019:16:57:26 +0800] "POST /wp-admin/setup-config.php?step=2 HTTP/1.1" 500 3547 "http://www.wzqcloud.cn/wp-admin/setup-config.php?step=1&language=zh_CN" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko" "-"
114.91.119.222 - - [03/May/2019:16:57:34 +0800] "POST /wp-admin/setup-config.php?step=2 HTTP/1.1" 500 3544 "http://www.wzqcloud.cn/wp-admin/setup-config.php?step=1&language=zh_CN" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko" "-"
114.91.119.222 - - [03/May/2019:16:57:53 +0800] "POST /wp-admin/setup-config.php?step=2 HTTP/1.1" 500 3544 "http://www.wzqcloud.cn/wp-admin/setup-config.php?step=1&language=zh_CN" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko" "-"
114.91.119.222 - - [03/May/2019:16:58:05 +0800] "POST /wp-admin/setup-config.php?step=2 HTTP/1.1" 200 750 "http://www.wzqcloud.cn/wp-admin/setup-config.php?step=1&language=zh_CN" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko" "-"
114.91.119.222 - - [03/May/2019:16:58:10 +0800] "GET /wp-admin/install.php?language=zh_CN HTTP/1.1" 200 627 "http://www.wzqcloud.cn/wp-admin/setup-config.php?step=2" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko" "-"
114.91.119.222 - - [03/May/2019:16:58:33 +0800] "GET /wp-login.php HTTP/1.1" 200 1218 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko" "-"
114.91.119.222 - - [03/May/2019:16:58:45 +0800] "GET /wp-login.php HTTP/1.1" 200 1218 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko" "-"
114.91.119.222 - - [03/May/2019:16:58:45 +0800] "GET /wp-login.php HTTP/1.1" 499 0 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko" "-"
114.91.119.222 - - [03/May/2019:16:58:45 +0800] "GET /wp-login.php HTTP/1.1" 200 1218 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko" "-"
114.91.119.222 - admin [03/May/2019:16:58:50 +0800] "GET /wp-login.php HTTP/1.1" 200 1218 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36" "-"
